-----------------------------------------------------------
hostname       = node1232
SLURM_JOBID    = 26304528
candidate      = v007
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,DIMACS10,NDR,SNAP
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_50_1000_0.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 93}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 230, 'lb_gain': 32, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 186, 'relative_gap': 0.808695652173913, 'solver_certified_opt': 0, 'n_rounds': 39}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 217, 'lb_gain': 19, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 199, 'relative_gap': 0.9170506912442397, 'solver_certified_opt': 0, 'n_rounds': 41}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 223, 'lb_gain': 25, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 193, 'relative_gap': 0.8654708520179372, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 222, 'lb_gain': 24, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 194, 'relative_gap': 0.8738738738738738, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 217, 'lb_gain': 19, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 199, 'relative_gap': 0.9170506912442397, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 216, 'lb_gain': 18, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 200, 'relative_gap': 0.9259259259259259, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 213, 'lb_gain': 15, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 203, 'relative_gap': 0.9530516431924883, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_50_1000_0.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 109}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_50_1000_0.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 99}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_50_1000_0.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 99}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 219, 'lb_gain': 21, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 197, 'relative_gap': 0.8995433789954338, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 223, 'lb_gain': 25, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 193, 'relative_gap': 0.8654708520179372, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 213, 'lb_gain': 15, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 203, 'relative_gap': 0.9530516431924883, 'solver_certified_opt': 0, 'n_rounds': 41}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 220, 'lb_gain': 22, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 196, 'relative_gap': 0.8909090909090909, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_50_1000_0.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 109}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 198, 'lb_gain': 0, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 218, 'relative_gap': 1.101010101010101, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_200_2000_8.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_200_2000_8.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 200, 'E': 2000, 'first_lb': 198, 'best_lb': 228, 'lb_gain': 30, 'first_ub': 461, 'verified_ub': 416, 'ub_gain': 45, 'absolute_gap': 188, 'relative_gap': 0.8245614035087719, 'solver_certified_opt': 0, 'n_rounds': 42}
